"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Anding'o Opanga Dispensary","13477","URLCgd2tWLj","YHx6ZCdJgEN","6"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Anding'o Opanga Dispensary","13477","x7sZYQ5k1d5","YHx6ZCdJgEN","30"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Anding'o Opanga Dispensary","13477","veAJs2rohAy","YHx6ZCdJgEN","11"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Anding'o Opanga Dispensary","13477","yQy28Pd1KKL","YHx6ZCdJgEN","7"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Anding'o Opanga Dispensary","13477","iLmvJ1qIWGC","YHx6ZCdJgEN","10"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Anding'o Opanga Dispensary","13477","wjj3WktnKDX","YHx6ZCdJgEN","2"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Anding'o Opanga Dispensary","13477","vpYSFauhHIk","YHx6ZCdJgEN","2"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Anding'o Opanga Dispensary","13477","DCy4GyNkcV0","YHx6ZCdJgEN","2"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","uY1fB2YA19R","YHx6ZCdJgEN","8"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","c4x8dMsNXjw","YHx6ZCdJgEN","3"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","DYaajf7oJIV","YHx6ZCdJgEN","48"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","ndPa2NLibPN","YHx6ZCdJgEN","15"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","wjj3WktnKDX","YHx6ZCdJgEN","44"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","YTDbzqoyYvd","YHx6ZCdJgEN","14"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","vpYSFauhHIk","YHx6ZCdJgEN","51"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","tw9kTsZ0JOP","YHx6ZCdJgEN","10"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","TE6uhnpjJQj","YHx6ZCdJgEN","33"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","mTARRvfG87a","YHx6ZCdJgEN","10"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","DCy4GyNkcV0","YHx6ZCdJgEN","22"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","URLCgd2tWLj","YHx6ZCdJgEN","6"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","x7sZYQ5k1d5","YHx6ZCdJgEN","28"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","veAJs2rohAy","YHx6ZCdJgEN","11"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","yQy28Pd1KKL","YHx6ZCdJgEN","7"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Anding'o Opanga Dispensary","13477","iLmvJ1qIWGC","YHx6ZCdJgEN","10"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","uY1fB2YA19R","YHx6ZCdJgEN","8"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","c4x8dMsNXjw","YHx6ZCdJgEN","3"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","DYaajf7oJIV","YHx6ZCdJgEN","48"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","ndPa2NLibPN","YHx6ZCdJgEN","14"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","wjj3WktnKDX","YHx6ZCdJgEN","40"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","YTDbzqoyYvd","YHx6ZCdJgEN","14"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","vpYSFauhHIk","YHx6ZCdJgEN","47"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","tw9kTsZ0JOP","YHx6ZCdJgEN","10"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","TE6uhnpjJQj","YHx6ZCdJgEN","33"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","mTARRvfG87a","YHx6ZCdJgEN","10"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","DCy4GyNkcV0","YHx6ZCdJgEN","18"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","URLCgd2tWLj","YHx6ZCdJgEN","6"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","x7sZYQ5k1d5","YHx6ZCdJgEN","28"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","veAJs2rohAy","YHx6ZCdJgEN","10"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","yQy28Pd1KKL","YHx6ZCdJgEN","6"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Anding'o Opanga Dispensary","13477","iLmvJ1qIWGC","YHx6ZCdJgEN","10"
"htpB5GROwfG","OPD_Number of clients seen (Workload)","201801","Ahero Medical Center","18291","HllvX50cXC0","YHx6ZCdJgEN","187"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","mD7SZMOtrkk","YHx6ZCdJgEN","5"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","uY1fB2YA19R","YHx6ZCdJgEN","21"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","11"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","7"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","14"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","7"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","7"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","9"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","13"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","10"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","9"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","8"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","10"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","3"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","6"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","17"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","15"
"RmHyPQoEULr","OPD_Number of Clients(Screened)","201801","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","15"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","1"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","2"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","4"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","2"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","1"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","2"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","5"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","3"
"zyR33C9Z6Hy","OPD_Number of Clients(Known Positives)","201801","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","2"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","uY1fB2YA19R","YHx6ZCdJgEN","16"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","5"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","2"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","9"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","3"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","2"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","3"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","6"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","4"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","7"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","2"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","3"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","1"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","4"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","8"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","11"
"ZgBa0dhDIql","OPD_Number of Clients seen (Eligible for testing)","201801","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","6"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","uY1fB2YA19R","YHx6ZCdJgEN","16"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","5"
"b8WXGGPv7i2","OPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","2"
